#        Energy grid [eV]               DOS
#
                42.937989                 0.846675
                42.947989                 0.845905
                42.957989                 0.845041
                42.967990                 0.844079
                42.977990                 0.843016
                42.987990                 0.841848
                42.997990                 0.840574
                43.007990                 0.839192
                43.017991                 0.837700
                43.027991                 0.836100
                43.037991                 0.834390
                43.047991                 0.832574
                43.057991                 0.830652
                43.067991                 0.828628
                43.077992                 0.826504
                43.087992                 0.824285
                43.097992                 0.821975
                43.107992                 0.819579
                43.117992                 0.817102
                43.127993                 0.814552
                43.137993                 0.811933
                43.147993                 0.809253
                43.157993                 0.806520
                43.167993                 0.803740
                43.177993                 0.800922
                43.187994                 0.798072
                43.197994                 0.795199
                43.207994                 0.792312
                43.217994                 0.789417
                43.227994                 0.786522
                43.237995                 0.783636
                43.247995                 0.780766
                43.257995                 0.777919
                43.267995                 0.775102
                43.277995                 0.772322
                43.287996                 0.769585
                43.297996                 0.766897
                43.307996                 0.764263
                43.317996                 0.761688
                43.327996                 0.759178
                43.337996                 0.756735
                43.347997                 0.754364
                43.357997                 0.752067
                43.367997                 0.749847
                43.377997                 0.747706
                43.387997                 0.745646
                43.397998                 0.743667
                43.407998                 0.741770
                43.417998                 0.739956
                43.427998                 0.738225
                43.437998                 0.736575
                43.447998                 0.735007
                43.457999                 0.733519
                43.467999                 0.732110
                43.477999                 0.730780
                43.487999                 0.729526
                43.497999                 0.728348
                43.508000                 0.727244
                43.518000                 0.726212
                43.528000                 0.725252
                43.538000                 0.724361
                43.548000                 0.723539
                43.558000                 0.722784
                43.568001                 0.722096
                43.578001                 0.721473
                43.588001                 0.720915
                43.598001                 0.720422
                43.608001                 0.719991
                43.618002                 0.719624
                43.628002                 0.719320
                43.638002                 0.719078
                43.648002                 0.718898
                43.658002                 0.718779
                43.668003                 0.718722
                43.678003                 0.718727
                43.688003                 0.718791
                43.698003                 0.718916
                43.708003                 0.719100
                43.718003                 0.719343
                43.728004                 0.719644
                43.738004                 0.720001
                43.748004                 0.720413
                43.758004                 0.720879
                43.768004                 0.721398
                43.778005                 0.721966
                43.788005                 0.722582
                43.798005                 0.723244
                43.808005                 0.723949
                43.818005                 0.724695
                43.828005                 0.725478
                43.838006                 0.726296
                43.848006                 0.727145
                43.858006                 0.728022
                43.868006                 0.728924
                43.878006                 0.729847
                43.888007                 0.730788
                43.898007                 0.731743
                43.908007                 0.732708
                43.918007                 0.733679
                43.928007                 0.734654
                43.938007                 0.735628
                43.948008                 0.736597
                43.958008                 0.737558
                43.968008                 0.738508
                43.978008                 0.739442
                43.988008                 0.740358
                43.998009                 0.741253
                44.008009                 0.742122
                44.018009                 0.742963
                44.028009                 0.743774
                44.038009                 0.744550
                44.048009                 0.745291
                44.058010                 0.745992
                44.068010                 0.746652
                44.078010                 0.747269
                44.088010                 0.747841
                44.098010                 0.748365
                44.108011                 0.748841
                44.118011                 0.749267
                44.128011                 0.749642
                44.138011                 0.749965
                44.148011                 0.750235
                44.158012                 0.750452
                44.168012                 0.750615
                44.178012                 0.750725
                44.188012                 0.750782
                44.198012                 0.750786
                44.208012                 0.750738
                44.218013                 0.750639
                44.228013                 0.750490
                44.238013                 0.750293
                44.248013                 0.750048
                44.258013                 0.749760
                44.268014                 0.749428
                44.278014                 0.749056
                44.288014                 0.748646
                44.298014                 0.748200
                44.308014                 0.747722
                44.318014                 0.747214
                44.328015                 0.746680
                44.338015                 0.746122
                44.348015                 0.745545
                44.358015                 0.744950
                44.368015                 0.744342
                44.378016                 0.743723
                44.388016                 0.743098
                44.398016                 0.742469
                44.408016                 0.741840
                44.418016                 0.741214
                44.428016                 0.740594
                44.438017                 0.739983
                44.448017                 0.739384
                44.458017                 0.738799
                44.468017                 0.738232
                44.478017                 0.737685
                44.488018                 0.737159
                44.498018                 0.736658
                44.508018                 0.736182
                44.518018                 0.735734
                44.528018                 0.735316
                44.538018                 0.734927
                44.548019                 0.734570
                44.558019                 0.734245
                44.568019                 0.733953
                44.578019                 0.733694
                44.588019                 0.733468
                44.598020                 0.733275
                44.608020                 0.733115
                44.618020                 0.732987
                44.628020                 0.732890
                44.638020                 0.732823
                44.648021                 0.732786
                44.658021                 0.732776
                44.668021                 0.732793
                44.678021                 0.732834
                44.688021                 0.732898
                44.698021                 0.732984
                44.708022                 0.733088
                44.718022                 0.733209
                44.728022                 0.733344
                44.738022                 0.733492
                44.748022                 0.733651
                44.758023                 0.733818
                44.768023                 0.733991
                44.778023                 0.734169
                44.788023                 0.734348
                44.798023                 0.734528
                44.808023                 0.734707
                44.818024                 0.734883
                44.828024                 0.735055
                44.838024                 0.735221
                44.848024                 0.735381
                44.858024                 0.735533
                44.868025                 0.735678
                44.878025                 0.735814
                44.888025                 0.735941
                44.898025                 0.736060
                44.908025                 0.736169
                44.918025                 0.736271
                44.928026                 0.736364
                44.938026                 0.736450
                44.948026                 0.736529
                44.958026                 0.736602
                44.968026                 0.736670
                44.978027                 0.736735
                44.988027                 0.736797
                44.998027                 0.736857
                45.008027                 0.736916
                45.018027                 0.736977
                45.028027                 0.737038
                45.038028                 0.737103
                45.048028                 0.737171
                45.058028                 0.737244
                45.068028                 0.737323
                45.078028                 0.737408
                45.088029                 0.737499
                45.098029                 0.737598
                45.108029                 0.737703
                45.118029                 0.737817
                45.128029                 0.737938
                45.138030                 0.738067
                45.148030                 0.738203
                45.158030                 0.738345
                45.168030                 0.738495
                45.178030                 0.738650
                45.188030                 0.738810
                45.198031                 0.738975
                45.208031                 0.739143
                45.218031                 0.739315
                45.228031                 0.739489
                45.238031                 0.739664
                45.248032                 0.739841
                45.258032                 0.740017
                45.268032                 0.740194
                45.278032                 0.740370
                45.288032                 0.740545
                45.298032                 0.740720
                45.308033                 0.740893
                45.318033                 0.741065
                45.328033                 0.741237
                45.338033                 0.741409
                45.348033                 0.741581
                45.358034                 0.741755
                45.368034                 0.741932
                45.378034                 0.742112
                45.388034                 0.742297
                45.398034                 0.742488
                45.408034                 0.742688
                45.418035                 0.742898
                45.428035                 0.743119
                45.438035                 0.743355
                45.448035                 0.743606
                45.458035                 0.743876
                45.468036                 0.744166
                45.478036                 0.744480
                45.488036                 0.744818
                45.498036                 0.745185
                45.508036                 0.745581
                45.518036                 0.746011
                45.528037                 0.746475
                45.538037                 0.746976
                45.548037                 0.747517
                45.558037                 0.748099
                45.568037                 0.748724
                45.578038                 0.749395
                45.588038                 0.750113
                45.598038                 0.750878
                45.608038                 0.751693
                45.618038                 0.752559
                45.628039                 0.753475
                45.638039                 0.754443
                45.648039                 0.755462
                45.658039                 0.756532
                45.668039                 0.757653
                45.678039                 0.758823
                45.688040                 0.760042
                45.698040                 0.761307
                45.708040                 0.762618
                45.718040                 0.763971
                45.728040                 0.765364
                45.738041                 0.766795
                45.748041                 0.768259
                45.758041                 0.769753
                45.768041                 0.771274
                45.778041                 0.772818
                45.788041                 0.774380
                45.798042                 0.775956
                45.808042                 0.777540
                45.818042                 0.779129
                45.828042                 0.780718
                45.838042                 0.782302
                45.848043                 0.783874
                45.858043                 0.785432
                45.868043                 0.786970
                45.878043                 0.788482
                45.888043                 0.789965
                45.898043                 0.791413
                45.908044                 0.792822
                45.918044                 0.794189
                45.928044                 0.795508
                45.938044                 0.796778
                45.948044                 0.797993
                45.958045                 0.799151
                45.968045                 0.800249
                45.978045                 0.801285
                45.988045                 0.802257
                45.998045                 0.803163
                46.008045                 0.804002
                46.018046                 0.804772
                46.028046                 0.805473
                46.038046                 0.806105
                46.048046                 0.806667
                46.058046                 0.807160
                46.068047                 0.807585
                46.078047                 0.807941
                46.088047                 0.808232
                46.098047                 0.808457
                46.108047                 0.808617
                46.118048                 0.808716
                46.128048                 0.808754
                46.138048                 0.808733
                46.148048                 0.808655
                46.158048                 0.808522
                46.168048                 0.808336
                46.178049                 0.808099
                46.188049                 0.807812
                46.198049                 0.807478
                46.208049                 0.807099
                46.218049                 0.806676
                46.228050                 0.806211
                46.238050                 0.805705
                46.248050                 0.805161
                46.258050                 0.804579
                46.268050                 0.803962
                46.278050                 0.803310
                46.288051                 0.802626
                46.298051                 0.801911
                46.308051                 0.801165
                46.318051                 0.800392
                46.328051                 0.799592
                46.338052                 0.798767
                46.348052                 0.797919
                46.358052                 0.797050
                46.368052                 0.796162
                46.378052                 0.795257
                46.388052                 0.794338
                46.398053                 0.793406
                46.408053                 0.792465
                46.418053                 0.791518
                46.428053                 0.790567
                46.438053                 0.789616
                46.448054                 0.788667
                46.458054                 0.787724
                46.468054                 0.786790
                46.478054                 0.785869
                46.488054                 0.784963
                46.498054                 0.784076
                46.508055                 0.783212
                46.518055                 0.782372
                46.528055                 0.781561
                46.538055                 0.780779
                46.548055                 0.780031
                46.558056                 0.779318
                46.568056                 0.778641
                46.578056                 0.778002
                46.588056                 0.777403
                46.598056                 0.776843
                46.608057                 0.776323
                46.618057                 0.775842
                46.628057                 0.775401
                46.638057                 0.774997
                46.648057                 0.774630
                46.658057                 0.774297
                46.668058                 0.773995
                46.678058                 0.773724
                46.688058                 0.773478
                46.698058                 0.773255
                46.708058                 0.773052
                46.718059                 0.772865
                46.728059                 0.772689
                46.738059                 0.772521
                46.748059                 0.772356
                46.758059                 0.772191
                46.768059                 0.772022
                46.778060                 0.771844
                46.788060                 0.771654
                46.798060                 0.771449
                46.808060                 0.771225
                46.818060                 0.770979
                46.828061                 0.770710
                46.838061                 0.770415
                46.848061                 0.770091
                46.858061                 0.769740
                46.868061                 0.769358
                46.878061                 0.768947
                46.888062                 0.768506
                46.898062                 0.768037
                46.908062                 0.767540
                46.918062                 0.767017
                46.928062                 0.766472
                46.938063                 0.765905
                46.948063                 0.765321
                46.958063                 0.764723
                46.968063                 0.764114
                46.978063                 0.763498
                46.988063                 0.762881
                46.998064                 0.762265
                47.008064                 0.761657
                47.018064                 0.761060
                47.028064                 0.760479
                47.038064                 0.759919
                47.048065                 0.759384
                47.058065                 0.758879
                47.068065                 0.758408
                47.078065                 0.757975
                47.088065                 0.757583
                47.098066                 0.757236
                47.108066                 0.756937
                47.118066                 0.756689
                47.128066                 0.756493
                47.138066                 0.756352
                47.148066                 0.756266
                47.158067                 0.756236
                47.168067                 0.756263
                47.178067                 0.756346
                47.188067                 0.756484
                47.198067                 0.756676
                47.208068                 0.756921
                47.218068                 0.757215
                47.228068                 0.757557
                47.238068                 0.757944
                47.248068                 0.758371
                47.258068                 0.758836
                47.268069                 0.759333
                47.278069                 0.759859
                47.288069                 0.760409
                47.298069                 0.760979
                47.308069                 0.761563
                47.318070                 0.762156
                47.328070                 0.762753
                47.338070                 0.763349
                47.348070                 0.763939
                47.358070                 0.764519
                47.368070                 0.765082
                47.378071                 0.765624
                47.388071                 0.766141
                47.398071                 0.766629
                47.408071                 0.767082
                47.418071                 0.767498
                47.428072                 0.767872
                47.438072                 0.768202
                47.448072                 0.768485
                47.458072                 0.768718
                47.468072                 0.768899
                47.478072                 0.769027
                47.488073                 0.769100
                47.498073                 0.769119
                47.508073                 0.769083
                47.518073                 0.768992
                47.528073                 0.768847
                47.538074                 0.768650
                47.548074                 0.768403
                47.558074                 0.768108
                47.568074                 0.767768
                47.578074                 0.767387
                47.588075                 0.766970
                47.598075                 0.766519
                47.608075                 0.766042
                47.618075                 0.765542
                47.628075                 0.765026
                47.638075                 0.764500
                47.648076                 0.763971
                47.658076                 0.763445
                47.668076                 0.762929
                47.678076                 0.762430
                47.688076                 0.761957
                47.698077                 0.761515
                47.708077                 0.761112
                47.718077                 0.760755
                47.728077                 0.760452
                47.738077                 0.760208
                47.748077                 0.760031
                47.758078                 0.759927
                47.768078                 0.759901
                47.778078                 0.759959
                47.788078                 0.760106
                47.798078                 0.760346
                47.808079                 0.760682
                47.818079                 0.761118
                47.828079                 0.761656
                47.838079                 0.762299
                47.848079                 0.763046
                47.858079                 0.763899
                47.868080                 0.764857
                47.878080                 0.765919
                47.888080                 0.767084
                47.898080                 0.768350
                47.908080                 0.769713
                47.918081                 0.771170
                47.928081                 0.772718
                47.938081                 0.774351
                47.948081                 0.776064
                47.958081                 0.777853
                47.968081                 0.779710
                47.978082                 0.781631
                47.988082                 0.783608
                47.998082                 0.785636
                48.008082                 0.787706
                48.018082                 0.789813
                48.028083                 0.791949
                48.038083                 0.794107
                48.048083                 0.796281
                48.058083                 0.798464
                48.068083                 0.800649
                48.078084                 0.802830
                48.088084                 0.805001
                48.098084                 0.807155
                48.108084                 0.809288
                48.118084                 0.811394
                48.128084                 0.813469
                48.138085                 0.815509
                48.148085                 0.817509
                48.158085                 0.819466
                48.168085                 0.821377
                48.178085                 0.823240
                48.188086                 0.825053
                48.198086                 0.826814
                48.208086                 0.828523
                48.218086                 0.830179
                48.228086                 0.831782
                48.238086                 0.833333
                48.248087                 0.834833
                48.258087                 0.836283
                48.268087                 0.837685
                48.278087                 0.839042
                48.288087                 0.840355
                48.298088                 0.841629
                48.308088                 0.842865
                48.318088                 0.844069
                48.328088                 0.845242
                48.338088                 0.846390
                48.348088                 0.847517
                48.358089                 0.848625
                48.368089                 0.849721
                48.378089                 0.850806
                48.388089                 0.851886
                48.398089                 0.852965
                48.408090                 0.854045
                48.418090                 0.855131
                48.428090                 0.856226
                48.438090                 0.857331
                48.448090                 0.858450
                48.458090                 0.859585
                48.468091                 0.860737
                48.478091                 0.861906
                48.488091                 0.863094
                48.498091                 0.864300
                48.508091                 0.865523
                48.518092                 0.866763
                48.528092                 0.868016
                48.538092                 0.869282
                48.548092                 0.870556
                48.558092                 0.871836
                48.568093                 0.873117
                48.578093                 0.874395
                48.588093                 0.875664
                48.598093                 0.876920
                48.608093                 0.878156
                48.618093                 0.879367
                48.628094                 0.880545
                48.638094                 0.881686
                48.648094                 0.882781
                48.658094                 0.883825
                48.668094                 0.884810
                48.678095                 0.885730
                48.688095                 0.886577
                48.698095                 0.887347
                48.708095                 0.888031
                48.718095                 0.888625
                48.728095                 0.889122
                48.738096                 0.889516
                48.748096                 0.889803
                48.758096                 0.889979
                48.768096                 0.890037
                48.778096                 0.889976
                48.788097                 0.889790
                48.798097                 0.889477
                48.808097                 0.889035
                48.818097                 0.888462
                48.828097                 0.887756
                48.838097                 0.886915
                48.848098                 0.885940
                48.858098                 0.884830
                48.868098                 0.883585
                48.878098                 0.882207
                48.888098                 0.880697
                48.898099                 0.879057
                48.908099                 0.877288
                48.918099                 0.875395
                48.928099                 0.873378
                48.938099                 0.871243
                48.948099                 0.868994
                48.958100                 0.866634
                48.968100                 0.864168
                48.978100                 0.861602
                48.988100                 0.858940
                48.998100                 0.856190
                49.008101                 0.853357
                49.018101                 0.850447
                49.028101                 0.847468
                49.038101                 0.844427
                49.048101                 0.841331
                49.058102                 0.838187
                49.068102                 0.835005
                49.078102                 0.831793
                49.088102                 0.828558
                49.098102                 0.825310
                49.108102                 0.822057
                49.118103                 0.818809
                49.128103                 0.815574
                49.138103                 0.812363
                49.148103                 0.809184
                49.158103                 0.806046
                49.168104                 0.802959
                49.178104                 0.799932
                49.188104                 0.796974
                49.198104                 0.794094
                49.208104                 0.791300
                49.218104                 0.788602
                49.228105                 0.786006
                49.238105                 0.783521
                49.248105                 0.781155
                49.258105                 0.778913
                49.268105                 0.776803
                49.278106                 0.774831
                49.288106                 0.773001
                49.298106                 0.771320
                49.308106                 0.769790
                49.318106                 0.768417
                49.328106                 0.767202
                49.338107                 0.766148
                49.348107                 0.765257
                49.358107                 0.764531
                49.368107                 0.763969
                49.378107                 0.763573
                49.388108                 0.763340
                49.398108                 0.763270
                49.408108                 0.763361
                49.418108                 0.763611
                49.428108                 0.764017
                49.438108                 0.764576
                49.448109                 0.765283
                49.458109                 0.766136
                49.468109                 0.767129
                49.478109                 0.768257
                49.488109                 0.769516
                49.498110                 0.770900
                49.508110                 0.772404
                49.518110                 0.774022
                49.528110                 0.775748
                49.538110                 0.777576
                49.548111                 0.779500
                49.558111                 0.781515
                49.568111                 0.783613
                49.578111                 0.785789
                49.588111                 0.788036
                49.598111                 0.790350
                49.608112                 0.792723
                49.618112                 0.795149
                49.628112                 0.797623
                49.638112                 0.800139
                49.648112                 0.802692
                49.658113                 0.805275
                49.668113                 0.807883
                49.678113                 0.810511
                49.688113                 0.813153
                49.698113                 0.815805
                49.708113                 0.818460
                49.718114                 0.821115
                49.728114                 0.823764
                49.738114                 0.826403
                49.748114                 0.829027
                49.758114                 0.831632
                49.768115                 0.834212
                49.778115                 0.836765
                49.788115                 0.839287
                49.798115                 0.841772
                49.808115                 0.844219
                49.818115                 0.846623
                49.828116                 0.848982
                49.838116                 0.851292
                49.848116                 0.853551
                49.858116                 0.855756
                49.868116                 0.857907
                49.878117                 0.860000
                49.888117                 0.862035
                49.898117                 0.864010
                49.908117                 0.865925
                49.918117                 0.867781
                49.928117                 0.869576
                49.938118                 0.871312
                49.948118                 0.872989
                49.958118                 0.874610
                49.968118                 0.876176
                49.978118                 0.877688
                49.988119                 0.879151
                49.998119                 0.880566
                50.008119                 0.881937
                50.018119                 0.883267
                50.028119                 0.884562
                50.038120                 0.885824
                50.048120                 0.887059
                50.058120                 0.888272
                50.068120                 0.889466
                50.078120                 0.890648
                50.088120                 0.891822
                50.098121                 0.892993
                50.108121                 0.894168
                50.118121                 0.895351
                50.128121                 0.896548
                50.138121                 0.897763
                50.148122                 0.899002
                50.158122                 0.900270
                50.168122                 0.901571
                50.178122                 0.902910
                50.188122                 0.904291
                50.198122                 0.905719
                50.208123                 0.907196
                50.218123                 0.908727
                50.228123                 0.910314
                50.238123                 0.911960
                50.248123                 0.913667
                50.258124                 0.915438
                50.268124                 0.917273
                50.278124                 0.919174
                50.288124                 0.921141
                50.298124                 0.923175
                50.308124                 0.925275
                50.318125                 0.927440
                50.328125                 0.929668
                50.338125                 0.931960
                50.348125                 0.934311
                50.358125                 0.936719
                50.368126                 0.939181
                50.378126                 0.941693
                50.388126                 0.944251
                50.398126                 0.946849
                50.408126                 0.949484
                50.418126                 0.952148
                50.428127                 0.954836
                50.438127                 0.957540
                50.448127                 0.960255
                50.458127                 0.962971
                50.468127                 0.965682
                50.478128                 0.968378
                50.488128                 0.971051
                50.498128                 0.973692
                50.508128                 0.976292
                50.518128                 0.978841
                50.528129                 0.981329
                50.538129                 0.983746
                50.548129                 0.986082
                50.558129                 0.988328
                50.568129                 0.990474
                50.578129                 0.992509
                50.588130                 0.994423
                50.598130                 0.996208
                50.608130                 0.997855
                50.618130                 0.999353
                50.628130                 1.000695
                50.638131                 1.001874
                50.648131                 1.002880
                50.658131                 1.003708
                50.668131                 1.004352
                50.678131                 1.004805
                50.688131                 1.005064
                50.698132                 1.005123
                50.708132                 1.004981
                50.718132                 1.004634
                50.728132                 1.004081
                50.738132                 1.003321
                50.748133                 1.002355
                50.758133                 1.001183
                50.768133                 0.999808
                50.778133                 0.998231
                50.788133                 0.996457
                50.798133                 0.994489
                50.808134                 0.992333
                50.818134                 0.989994
                50.828134                 0.987478
                50.838134                 0.984792
                50.848134                 0.981943
                50.858135                 0.978939
                50.868135                 0.975788
                50.878135                 0.972497
                50.888135                 0.969076
                50.898135                 0.965532
                50.908135                 0.961876
                50.918136                 0.958114
                50.928136                 0.954256
                50.938136                 0.950311
                50.948136                 0.946286
                50.958136                 0.942191
                50.968137                 0.938031
                50.978137                 0.933816
                50.988137                 0.929552
                50.998137                 0.925247
                51.008137                 0.920905
                51.018138                 0.916535
                51.028138                 0.912140
                51.038138                 0.907728
                51.048138                 0.903301
                51.058138                 0.898866
                51.068138                 0.894425
                51.078139                 0.889983
                51.088139                 0.885543
                51.098139                 0.881108
                51.108139                 0.876682
                51.118139                 0.872267
                51.128140                 0.867866
                51.138140                 0.863481
                51.148140                 0.859114
                51.158140                 0.854769
                51.168140                 0.850447
                51.178140                 0.846151
                51.188141                 0.841884
                51.198141                 0.837648
                51.208141                 0.833446
                51.218141                 0.829281
                51.228141                 0.825156
                51.238142                 0.821074
                51.248142                 0.817040
                51.258142                 0.813056
                51.268142                 0.809127
                51.278142                 0.805257
                51.288142                 0.801450
                51.298143                 0.797710
                51.308143                 0.794043
                51.318143                 0.790451
                51.328143                 0.786941
                51.338143                 0.783516
                51.348144                 0.780181
                51.358144                 0.776940
                51.368144                 0.773797
                51.378144                 0.770757
                51.388144                 0.767823
                51.398144                 0.764998
                51.408145                 0.762285
                51.418145                 0.759687
                51.428145                 0.757205
                51.438145                 0.754842
                51.448145                 0.752597
                51.458146                 0.750473
                51.468146                 0.748467
                51.478146                 0.746581
                51.488146                 0.744811
                51.498146                 0.743156
                51.508147                 0.741614
                51.518147                 0.740181
                51.528147                 0.738852
                51.538147                 0.737623
                51.548147                 0.736489
                51.558147                 0.735444
                51.568148                 0.734482
                51.578148                 0.733595
                51.588148                 0.732775
                51.598148                 0.732016
                51.608148                 0.731308
                51.618149                 0.730644
                51.628149                 0.730013
                51.638149                 0.729407
                51.648149                 0.728817
                51.658149                 0.728232
                51.668149                 0.727644
                51.678150                 0.727042
                51.688150                 0.726417
                51.698150                 0.725760
                51.708150                 0.725062
                51.718150                 0.724313
                51.728151                 0.723506
                51.738151                 0.722631
                51.748151                 0.721680
                51.758151                 0.720647
